id,x,y,z
341,0.898376,0.535819,0.716431
342,0.716431,0.535819,0.898376
343,0.498561,0.535819,1.035273
344,0.255691,0.535819,1.120257
345,0.000000,0.535819,1.149067
346,-0.255691,0.535819,1.120257
347,-0.498561,0.535819,1.035273
348,-0.716431,0.535819,0.898376
349,-0.898376,0.535819,0.716431
350,-1.035273,0.535819,0.498561
351,-1.120257,0.535819,0.255691
352,-1.149067,0.535819,0.000000
353,-1.120257,0.535819,-0.255691
354,-1.035273,0.535819,-0.498561
355,-0.898376,0.535819,-0.716431
356,-0.716431,0.535819,-0.898376
357,-0.498561,0.535819,-1.035273
358,-0.255691,0.535819,-1.120257
359,-0.000000,0.535819,-1.149067
360,0.255691,0.535819,-1.120257
361,0.498561,0.535819,-1.035273
362,0.716431,0.535819,-0.898376
363,0.898376,0.535819,-0.716431
364,1.035273,0.535819,-0.498561
365,1.120257,0.535819,-0.255691
366,0.964181,0.350933,0.000000
367,0.940007,0.350933,0.214551
368,0.868697,0.350933,0.418343
369,0.753827,0.350933,0.601157
370,0.601157,0.350933,0.753827
371,0.418343,0.350933,0.868697
372,0.214551,0.350933,0.940007
373,0.000000,0.350933,0.964181
374,-0.214551,0.350933,0.940007
375,-0.418343,0.350933,0.868697
376,-0.601157,0.350933,0.753827
377,-0.753827,0.350933,0.601157
378,-0.868697,0.350933,0.418343
379,-0.940007,0.350933,0.214551
380,-0.964181,0.350933,0.000000
381,-0.940007,0.350933,-0.214551
382,-0.868697,0.350933,-0.418343
383,-0.753827,0.350933,-0.601157
384,-0.601157,0.350933,-0.753827
385,-0.418343,0.350933,-0.868697
386,-0.214551,0.350933,-0.940007
387,-0.000000,0.350933,-0.964181
388,0.214551,0.350933,-0.940007
389,0.418343,0.350933,-0.868697
390,0.601157,0.350933,-0.753827
391,0.753827,0.350933,-0.601157
392,0.868697,0.350933,-0.418343
393,0.940007,0.350933,-0.214551
394,0.750000,0.200962,0.000000
395,0.731196,0.200962,0.166891
396,0.675727,0.200962,0.325413
397,0.586374,0.200962,0.467617
398,0.467617,0.200962,0.586374
399,0.325413,0.200962,0.675727
400,0.166891,0.200962,0.731196
401,0.000000,0.200962,0.750000
